member_id,imdb_title_id,role_name
534,tt0006206,actor
261,tt0006206,actor
535,tt0006327,actor
536,tt0006327,actor
537,tt0006327,actor
538,tt0006327,actor
539,tt0006327,actor
540,tt0006327,actor
541,tt0006327,actor
542,tt0006327,actor
543,tt0006327,actor
474,tt0006327,actor
544,tt0006327,actor
545,tt0006327,actor
546,tt0006327,actor
547,tt0006327,actor
473,tt0006327,actor
548,tt0006333,actor
549,tt0006333,actor
550,tt0006333,actor
551,tt0006333,actor
196,tt0006333,actor
193,tt0006333,actor
202,tt0006333,actor
197,tt0006333,actor
552,tt0006333,actor
553,tt0006333,actor
554,tt0006509,actor
555,tt0006509,actor
556,tt0006509,actor
557,tt0006509,actor
558,tt0006509,actor
559,tt0006509,actor
560,tt0006509,actor
439,tt0006509,actor
561,tt0006509,actor
562,tt0006509,actor
563,tt0006509,actor
358,tt0006509,actor
564,tt0006509,actor
565,tt0006509,actor
566,tt0006517,actor
567,tt0006517,actor
568,tt0006517,actor
321,tt0006517,actor
231,tt0006517,actor
569,tt0006517,actor
570,tt0006517,actor
460,tt0006517,actor
571,tt0006517,actor
424,tt0006517,actor
488,tt0006517,actor
233,tt0006517,actor
572,tt0006517,actor
573,tt0006517,actor
574,tt0006517,actor
575,tt0006589,actor
554,tt0006589,actor
576,tt0006589,actor
577,tt0006589,actor
578,tt0006589,actor
579,tt0006589,actor
580,tt0006589,actor
581,tt0006617,actor
582,tt0006617,actor
583,tt0006617,actor
584,tt0006617,actor
585,tt0006617,actor
586,tt0006688,actor
556,tt0006688,actor
578,tt0006688,actor
558,tt0006688,actor
229,tt0006688,actor
587,tt0006688,actor
588,tt0006688,actor
589,tt0006688,actor
590,tt0006688,actor
554,tt0006731,actor
228,tt0006731,actor
565,tt0006731,actor
564,tt0006731,actor
591,tt0006731,actor
592,tt0006731,actor
560,tt0006731,actor
562,tt0006731,actor
593,tt0006731,actor
358,tt0006731,actor
563,tt0006731,actor
586,tt0006736,actor
494,tt0006736,actor
594,tt0006736,actor
595,tt0006736,actor
596,tt0006736,actor
181,tt0006736,actor
229,tt0006736,actor
185,tt0006736,actor
175,tt0006745,actor
228,tt0006745,actor
560,tt0006745,actor
597,tt0006745,actor
598,tt0006745,actor
562,tt0006745,actor
321,tt0006745,actor
586,tt0006753,actor
599,tt0006753,actor
494,tt0006753,actor
500,tt0006753,actor
600,tt0006753,actor
556,tt0006753,actor
229,tt0006753,actor
230,tt0006780,actor
232,tt0006780,actor
342,tt0006780,actor
601,tt0006780,actor
602,tt0006780,actor
231,tt0006780,actor
603,tt0006780,actor
586,tt0006809,actor
604,tt0006809,actor
605,tt0006809,actor
606,tt0006809,actor
607,tt0006809,actor
608,tt0006809,actor
609,tt0006809,actor
610,tt0006809,actor
177,tt0006826,actor
179,tt0006826,actor
611,tt0006826,actor
589,tt0006826,actor
612,tt0006826,actor
305,tt0006826,actor
613,tt0006826,actor
614,tt0006826,actor
615,tt0006826,actor
597,tt0006826,actor
616,tt0006826,actor
617,tt0006826,actor
174,tt0006864,actor
177,tt0006864,actor
179,tt0006864,actor
577,tt0006864,actor
494,tt0006864,actor
618,tt0006864,actor
181,tt0006864,actor
619,tt0006864,actor
613,tt0006864,actor
620,tt0006864,actor
621,tt0006864,actor
180,tt0006864,actor
439,tt0006864,actor
500,tt0006864,actor
228,tt0006864,actor
622,tt0006886,actor
524,tt0006886,actor
623,tt0006886,actor
171,tt0006886,actor
624,tt0006886,actor
625,tt0006886,actor
130,tt0006886,actor
626,tt0006886,actor
627,tt0006886,actor
628,tt0006886,actor
256,tt0006886,actor
525,tt0006886,actor
629,tt0006886,actor
586,tt0007047,actor
630,tt0007047,actor
589,tt0007047,actor
631,tt0007047,actor
632,tt0007047,actor
633,tt0007047,actor
634,tt0007183,actor
635,tt0007183,actor
636,tt0007183,actor
637,tt0007183,actor
638,tt0007183,actor
639,tt0007183,actor
586,tt0007257,actor
596,tt0007257,actor
595,tt0007257,actor
640,tt0007257,actor
589,tt0007257,actor
598,tt0007257,actor
495,tt0007257,actor
588,tt0007257,actor
599,tt0007257,actor
641,tt0007257,actor
500,tt0007257,actor
230,tt0007260,actor
642,tt0007260,actor
602,tt0007260,actor
603,tt0007260,actor
643,tt0007260,actor
644,tt0007309,actor
645,tt0007309,actor
646,tt0007309,actor
647,tt0007309,actor
648,tt0007309,actor
649,tt0007309,actor
650,tt0007309,actor
651,tt0007338,actor
652,tt0007338,actor
653,tt0007338,actor
654,tt0007338,actor
655,tt0007338,actor
656,tt0007338,actor
657,tt0007338,actor
658,tt0007338,actor
659,tt0007338,actor
660,tt0007338,actor
661,tt0007338,actor
662,tt0007338,actor
663,tt0007338,actor
664,tt0007338,actor
665,tt0007338,actor
666,tt0007340,actor
667,tt0007340,actor
668,tt0007340,actor
669,tt0007340,actor
670,tt0007340,actor
671,tt0007361,actor
469,tt0007361,actor
672,tt0007361,actor
673,tt0007361,actor
674,tt0007361,actor
554,tt0007367,actor
675,tt0007367,actor
676,tt0007367,actor
677,tt0007367,actor
678,tt0007367,actor
679,tt0007367,actor
680,tt0007367,actor
681,tt0007522,actor
682,tt0007522,actor
683,tt0007522,actor
684,tt0007522,actor
685,tt0007522,actor
686,tt0007522,actor
687,tt0007522,actor
582,tt0007522,actor
688,tt0007522,actor
689,tt0007558,actor
690,tt0007558,actor
691,tt0007558,actor
692,tt0007558,actor
693,tt0007558,actor
561,tt0007558,actor
694,tt0007558,actor
695,tt0007558,actor
696,tt0007558,actor
697,tt0007558,actor
698,tt0007558,actor
699,tt0007610,actor
700,tt0007610,actor
701,tt0007610,actor
668,tt0007610,actor
559,tt0007610,actor
702,tt0007610,actor
703,tt0007610,actor
324,tt0007755,actor
704,tt0007755,actor
705,tt0007755,actor
706,tt0007755,actor
707,tt0007755,actor
465,tt0007801,actor
708,tt0007801,actor
709,tt0007801,actor
710,tt0007801,actor
424,tt0007801,actor
711,tt0007801,actor
712,tt0007801,actor
713,tt0007801,actor
714,tt0007801,actor
715,tt0007801,actor
716,tt0007801,actor
717,tt0007983,actor
61,tt0007983,actor
718,tt0007983,actor
719,tt0007983,actor
425,tt0008011,actor
720,tt0008011,actor
721,tt0008011,actor
722,tt0008011,actor
413,tt0008011,actor
417,tt0008011,actor
723,tt0008100,actor
724,tt0008100,actor
725,tt0008100,actor
726,tt0008100,actor
727,tt0008100,actor
728,tt0008100,actor
729,tt0008100,actor
111,tt0008100,actor
730,tt0008100,actor
731,tt0008100,actor
443,tt0008150,actor
473,tt0008150,actor
732,tt0008150,actor
733,tt0008150,actor
440,tt0008150,actor
734,tt0008150,actor
450,tt0008150,actor
575,tt0008150,actor
735,tt0008150,actor
409,tt0008150,actor
470,tt0008150,actor
736,tt0008150,actor
737,tt0008150,actor
471,tt0008150,actor
738,tt0008150,actor
248,tt0008188,actor
739,tt0008188,actor
473,tt0008188,actor
732,tt0008188,actor
439,tt0008188,actor
450,tt0008188,actor
740,tt0008188,actor
741,tt0008188,actor
472,tt0008188,actor
736,tt0008188,actor
742,tt0008188,actor
248,tt0008196,actor
743,tt0008196,actor
744,tt0008196,actor
745,tt0008196,actor
746,tt0008196,actor
558,tt0008196,actor
733,tt0008196,actor
747,tt0008196,actor
748,tt0008196,actor
608,tt0008196,actor
749,tt0008196,actor
750,tt0008279,actor
751,tt0008279,actor
752,tt0008279,actor
753,tt0008279,actor
754,tt0008279,actor
755,tt0008279,actor
756,tt0008279,actor
757,tt0008279,actor
758,tt0008279,actor
586,tt0008309,actor
737,tt0008309,actor
759,tt0008309,actor
760,tt0008309,actor
472,tt0008309,actor
761,tt0008309,actor
575,tt0008309,actor
635,tt0008395,actor
762,tt0008395,actor
763,tt0008395,actor
764,tt0008395,actor
637,tt0008395,actor
765,tt0008395,actor
766,tt0008395,actor
636,tt0008395,actor
767,tt0008395,actor
638,tt0008395,actor
768,tt0008395,actor
248,tt0008443,actor
769,tt0008443,actor
770,tt0008443,actor
771,tt0008443,actor
772,tt0008443,actor
773,tt0008443,actor
774,tt0008443,actor
775,tt0008443,actor
776,tt0008443,actor
777,tt0008443,actor
778,tt0008443,actor
779,tt0008443,actor
