imdb_title_id,usa_gross,worldwide_gross,budget
tt0023034,$ 514000,,
tt0023038,,,
tt0023042,$ 195845,,
tt0023049,,,
tt0023055,$ 225000,,
tt0023066,,,
tt0023071,,,
tt0023074,$ 291039,,
tt0023088,,,
tt0023092,,,
tt0023101,,,
tt0023104,,,
tt0023108,,,
tt0023109,,,
tt0023110,$ 541075,,
tt0023117,,,
tt0023119,,,
tt0023121,,,
tt0023125,,,
tt0023132,,,
tt0023139,,,
tt0023145,,,
tt0023151,$ 621000,,
tt0023153,,,
tt0023157,,,
tt0023158,,,
tt0023162,,,
tt0023169,,,
tt0023175,,,
tt0023180,,,
tt0023181,,,
tt0023187,$ 50000,,
tt0023190,,,
tt0023194,$ 327627,,
tt0023196,$ 558000,,
tt0023198,$ 165000,,
tt0023202,,,
tt0023208,,,
tt0023209,,,
tt0023213,,,
tt0023221,,,
tt0023225,,,
tt0023228,,,
tt0023230,,,
tt0023236,,,
tt0023238,$ 218869,,
tt0023240,,,
tt0023241,$ 675000,,
tt0023243,,,
tt0023245,$ 196000,,
tt0023247,,,
tt0023249,$ 190000,,
tt0023261,,,
tt0023262,,,
tt0023266,,,
tt0023268,,,
tt0023271,,,
tt0023277,,,
tt0023278,,,
tt0023284,,,
tt0023285,,,
tt0023293,,$ 25678,$ 34649
tt0023302,,,
tt0023303,,,
tt0023305,,,
tt0023316,,,
tt0023322,,,
tt0023326,,,
tt0023327,,,
tt0023333,,,
tt0023334,,,
tt0023335,$ 187000,,
tt0023342,,,
tt0023345,,,
tt0023349,$ 438000,,
tt0023352,,,
tt0023358,$ 628000,,
tt0023362,$ 202000,,
tt0023369,,,
tt0023374,,,
tt0023382,$ 408000,,
tt0023384,,,
tt0023385,$ 401000,,
tt0023394,,,
tt0023395,,,
tt0023396,,,
tt0023406,,,
tt0023407,,,
tt0023410,,,
tt0023424,,,
tt0023427,,,$ 1308000
tt0023447,,,
tt0023450,,,
tt0023455,,,
tt0023456,,,
tt0023460,,,
tt0023464,,,
tt0023469,,,
tt0023470,,,
tt0023472,,,
tt0023478,,,
tt0023479,,,
tt0023480,,,
tt0023486,,,
tt0023488,$ 851000,,
tt0023491,$ 228000,,
tt0023495,$ 423000,,
tt0023498,,,
tt0023507,,,
tt0023520,,,
tt0023523,$ 654000,,
tt0023524,,,
tt0023525,,,
tt0023527,,,
tt0023528,,,
tt0023529,,,
tt0023537,,,
tt0023545,$ 270000,,
tt0023549,,,
tt0023551,$ 652675,,
tt0023556,,,
tt0023560,,,
tt0023563,,,$ 27690
tt0023567,,,
tt0023580,,,
tt0023581,,,
tt0023582,,,
tt0023583,,,
tt0023584,,,
tt0023589,,,
tt0023590,$ 444000,,
tt0023594,,,
tt0023601,,,
tt0023604,,,
tt0023622,$ 519706,,
tt0023625,,,
tt0023629,$ 310000,,
tt0023631,,,
tt0023634,,,
tt0023635,,,
tt0023642,$ 284000,,
tt0023645,,,
tt0023646,,,
tt0023649,,,
tt0023652,,,
tt0023655,,,
tt0023657,,,
tt0023659,,,
tt0023673,,,
tt0023677,,,
tt0023681,,,
tt0023684,,,
tt0023685,,,
tt0023686,$ 411676,,
tt0023694,$ 50000,,
tt0023701,,,
tt0023706,,,
tt0023716,$ 223000,,
tt0023719,,,
tt0023720,,,
tt0023729,,,
tt0023731,,,
tt0023737,,,
tt0023740,,,
tt0023742,$ 355000,,
tt0023744,,,
tt0023749,,,
tt0023753,,,
tt0023758,,,
tt0023759,$ 303000,,
tt0023761,$ 272297,,
tt0023769,,,
tt0023775,$ 187000,,
tt0023778,$ 444399,,
tt0023785,,,
tt0023786,,,
tt0023790,,,
tt0023793,,,
tt0023794,,,
tt0023808,,,
tt0023814,,,
tt0023816,,,
tt0023817,$ 151000,,
tt0023818,$ 238591,,
tt0023825,$ 344000,,
tt0023838,$ 421496,,
tt0023842,,,
tt0023846,$ 239308,,
tt0023847,,,
tt0023848,,,
tt0023856,,,
tt0023860,,,
tt0023871,PTE 870000,,
tt0023872,$ 245000,,
tt0023876,$ 1180280,,
tt0023878,$ 365000,,
tt0023880,,,
tt0023881,,,
tt0023887,,,
tt0023891,$ 284000,,
tt0023893,,,
tt0023896,,,
tt0023899,$ 245000,,
tt0023900,,,
tt0023902,,,
tt0023909,,,
tt0023911,,,
tt0023926,$ 923055,,
tt0023932,,,
tt0023935,,,
tt0023937,,,
tt0023938,$ 171000,,
tt0023939,,,
tt0023940,,,
tt0023943,,,
tt0023945,,,
tt0023949,$ 242000,,
tt0023955,,,
tt0023956,,,
tt0023957,,,
tt0023960,$ 329000,,
tt0023969,,,$ 103800
tt0023973,,,
tt0023982,,,
tt0023984,,,
tt0023985,$ 250000,,
tt0023986,$ 188000,,
tt0023990,$ 950000,,
tt0023992,$ 243000,,
tt0023993,$ 93000,,
tt0023996,,,
tt0024005,,,
tt0024008,$ 286000,,
tt0024025,$ 462000,,
tt0024028,$ 703000,,
tt0024034,$ 439000,,$ 1600
tt0024037,,,
tt0024040,,,
tt0024044,,,
tt0024048,,,
tt0024049,,,
tt0024054,,,
tt0024055,,,
tt0024062,$ 107000,,
tt0024067,$ 614000,,
tt0024073,,,
tt0024075,,,
tt0024078,$ 164000,,
tt0024083,,,
tt0024087,,,
tt0024090,$ 189000,,
tt0024092,,,
tt0024097,,,
tt0024100,$ 895000,,
tt0024104,,,
tt0024120,,,
tt0024122,,,
tt0024124,$ 9600,,
tt0024127,,,
tt0024130,$ 266000,,
tt0024139,,,
tt0024144,$ 211000,,
tt0024151,,,
tt0024157,,,
tt0024160,,,
tt0024161,,,
tt0024166,$ 225000,,
tt0024170,,,
tt0024176,,,
tt0024183,,,
tt0024184,,,$ 27105
tt0024188,$ 300000,,
tt0024193,,,
tt0024199,,,
tt0024210,,,
tt0024211,$ 169000,,
tt0024214,,,
tt0024216,$ 670000,,$ 651
tt0024219,,,
tt0024221,,,
tt0024222,,,
tt0024236,,,
tt0024238,,,
tt0024239,,,
tt0024240,,,
tt0024252,,,$ 852
tt0024257,$ 202000,,
tt0024258,,,
tt0024262,$ 197000,,
tt0024264,$ 424000,,
tt0024266,,,
tt0024269,,,
tt0024276,$ 117000,,
tt0024288,,,
tt0024293,,,
tt0024301,,,
tt0024302,,,
tt0024307,,,
tt0024308,,,
tt0024310,,,
tt0024314,$ 229000,,
tt0024320,,,
tt0024323,,,
tt0024325,$ 240000,,
tt0024334,,,
tt0024339,$ 154000,,
tt0024353,$ 239000,,
tt0024359,,,
tt0024360,,,
tt0024368,,,
tt0024373,$ 240000,,
tt0024381,,,
tt0024382,,,
tt0024388,,,
tt0024396,,,
tt0024402,,,
tt0024405,,,
tt0024411,,,
tt0024414,,,
tt0024418,,,
tt0024421,,,
tt0024426,$ 206000,,
tt0024429,,,
tt0024433,$ 623000,,
tt0024435,,,
tt0024436,,,
tt0024443,,,
tt0024444,,,
tt0024448,,,
tt0024450,,,
tt0024453,,,
tt0024455,,,
tt0024465,,,
tt0024470,,,
tt0024471,$ 260000,,
tt0024473,GBP 60000,,
tt0024475,$ 682000,,
tt0024476,,,
tt0024480,,,
tt0024484,,,
tt0024496,,,
tt0024500,$ 15000,,
tt0024501,,,
tt0024506,,,
tt0024507,$ 1000000,,
tt0024514,,,
tt0024516,,,
tt0024524,,,
tt0024537,,,
tt0024538,,,
tt0024539,$ 531641,,
tt0024548,$ 200000,,
tt0024549,$ 111000,,
tt0024553,,,
tt0024554,,,
tt0024559,,,
tt0024560,,,
tt0024561,,,
tt0024570,,,
tt0024590,,,
tt0024592,,,
tt0024593,$ 250000,,
tt0024594,,,
tt0024598,,,
tt0024600,,,
tt0024601,,,
tt0024605,,,
tt0024609,,,
tt0024610,,,
tt0024616,,,
tt0024617,,,
tt0024620,$ 300000,,
tt0024625,,,
tt0024628,,,
tt0024631,,,
tt0024633,,,
tt0024641,,,
tt0024645,,,
tt0024647,,,
tt0024656,,,
tt0024663,,,
tt0024664,,,
tt0024668,,,
tt0024672,,,
tt0024674,,,
tt0024675,$ 659710,,
tt0024676,,,
tt0024679,,,
tt0024684,,,
tt0024685,,,
tt0024696,,,
tt0024701,,,
tt0024704,,,
tt0024710,,,
tt0024727,,,
tt0024728,,,
tt0024736,,,
tt0024742,,,
tt0024747,,,
tt0024757,,,
tt0024762,,,
tt0024763,,,
tt0024768,,,
tt0024769,,,
tt0024770,$ 625000,,
tt0024771,,,
tt0024772,,,
tt0024781,,,
tt0024782,,,
tt0024785,$ 193000,,
tt0024786,,,
tt0024787,,,
tt0024793,,,
tt0024800,$ 436649,,
tt0024805,,,
tt0024808,,,
tt0024809,,,
tt0024816,$ 549370,,
tt0024819,,,
tt0024830,,,
tt0024831,$ 226000,,
tt0024844,,,$ 9505
tt0024851,,,
tt0024852,,,
tt0024854,,,
tt0024855,$ 120000,,
tt0024865,,,
tt0024867,,,
tt0024868,,,
tt0024873,$ 800000,,
tt0024890,,,
tt0024892,,,
tt0024894,$ 95745,,
tt0024895,,,
tt0024897,,,
tt0024902,,,
tt0024903,,,
tt0024906,$ 252238,,
tt0024910,,,
tt0024914,,,
tt0024915,,,
tt0024916,,,
tt0024932,,,
tt0024933,,,
tt0024939,,,
tt0024951,,,
tt0024952,,,
tt0024958,,,
tt0024960,$ 843000,,
tt0024961,$ 617000,,
tt0024962,,,
tt0024963,,,
tt0024965,,,
tt0024966,,,
tt0024968,$ 100000,,
tt0024969,,,
tt0024978,$ 500000,,
tt0024981,,,
tt0024989,,,
tt0024991,,,
tt0024992,,,
tt0025004,,$ 3270000,
tt0025009,,,
tt0025011,,,
tt0025025,,,
tt0025028,,,
tt0025031,,,
tt0025034,,,
tt0025037,,,
tt0025038,,,
tt0025039,,,
tt0025040,,,
tt0025043,,,
tt0025046,,,
tt0025062,,,
tt0025066,,,
tt0025068,$ 167000,,
tt0025069,,,
tt0025075,,,
tt0025076,,,
tt0025091,$ 498000,,
tt0025094,,,
tt0025100,,,
tt0025101,,,
tt0025117,,,
tt0025118,GBP 12000,,
tt0025119,,,
tt0025124,,,
tt0025129,,,
tt0025132,,,
tt0025134,,,
tt0025151,,,
tt0025161,,,
tt0025163,,,
tt0025164,$ 520000,,$ 6750
tt0025165,,,
tt0025169,,,
tt0025170,,,
tt0025173,$ 511000,,
tt0025176,,,
tt0025189,,,
tt0025191,,,
tt0025194,,,
tt0025198,,,
tt0025202,,,
tt0025204,,,
tt0025214,,,
tt0025219,,,
tt0025222,,,
tt0025223,,,
tt0025226,,,
tt0025228,,,
tt0025238,$ 263000,,
tt0025239,,,
tt0025248,,,
tt0025250,$ 223000,,
tt0025251,,,
tt0025254,$ 336000,,
tt0025256,,,
tt0025263,,,
tt0025271,,,
tt0025272,,,
tt0025273,,,
tt0025284,,,
tt0025290,,,
tt0025301,,,
tt0025303,,,
tt0025316,$ 325000,,
tt0025318,,,
tt0025323,,,
tt0025329,GBP 100000,,
tt0025330,,,
tt0025333,,,
tt0025335,,,
tt0025338,,,
tt0025340,,,
tt0025342,,,
tt0025345,,,
tt0025346,,,
tt0025347,,,
tt0025349,,,
tt0025351,,,
tt0025362,,,
tt0025363,,,
tt0025366,,,
tt0025371,$ 518000,,
tt0025373,,,
tt0025384,,$ 183000,
tt0025391,,,
tt0025393,$ 331000,,
tt0025397,,,
tt0025408,,,
tt0025409,$ 650000,,
tt0025410,,,
tt0025417,,,
tt0025418,,,
tt0025420,,,
tt0025421,,,
tt0025422,$ 230000,,
tt0025423,$ 254000,,
tt0025426,,,
tt0025440,,,
tt0025442,,,
tt0025443,,,
tt0025452,GBP 40000,,
tt0025453,,,
tt0025455,,,
tt0025459,,,
tt0025461,,,
tt0025464,,,
tt0025465,$ 5000,,
tt0025471,,,
tt0025472,,,
tt0025478,,,
tt0025479,,,
tt0025480,,,
tt0025489,$ 213000,,
tt0025492,,,
tt0025493,,$ 329180,$ 6014620
tt0025494,,,
tt0025499,,,
tt0025500,,,
tt0025509,,,
tt0025510,,,
tt0025514,,,
tt0025515,,,
tt0025520,,,
tt0025523,,,
tt0025524,,,
tt0025529,,,
tt0025530,,,
tt0025531,,,
tt0025532,,,
tt0025533,,,
tt0025536,,,
tt0025543,,,
tt0025546,,,
tt0025555,,,
tt0025566,,,
tt0025569,,,
tt0025579,,,
tt0025580,,,
tt0025586,$ 403000,,
tt0025590,,,
tt0025596,,,
tt0025600,,,
tt0025601,,,
tt0025607,,,
tt0025610,$ 125000,,
tt0025611,,,
tt0025617,$ 947000,,
tt0025619,,,
tt0025629,,,
tt0025644,,,
tt0025645,,,
tt0025671,,,
tt0025674,,,
tt0025681,,,
tt0025691,,,
tt0025699,,,
tt0025704,GBP 12000,,
tt0025709,,,
tt0025710,,,
tt0025712,,,
tt0025718,,,
tt0025720,$ 500000,,
tt0025725,,,
tt0025731,,,
tt0025740,,,
tt0025746,$ 900000,,$ 3299
tt0025747,,,
tt0025748,,,
tt0025755,,,
tt0025759,,,
tt0025762,,,
tt0025763,,,
tt0025774,,,
tt0025785,,,
tt0025788,$ 166000,,
tt0025791,,,
tt0025797,,,
tt0025799,,,
tt0025803,,,
tt0025805,,,
tt0025809,,,
tt0025822,$ 223000,,
tt0025826,$ 80000,,
tt0025828,,,
tt0025829,,,
tt0025830,,,
tt0025833,$ 408000,,
tt0025836,,,
tt0025838,,,
tt0025841,,,
tt0025843,,,
tt0025844,,,
tt0025850,,,
tt0025862,$ 1279142,,
tt0025878,$ 226408,,
tt0025880,,,
tt0025882,,,
tt0025883,,,
tt0025893,,,
tt0025898,,,
tt0025903,,,
tt0025905,,,
tt0025907,,$ 2537520,$ 4957320
tt0025919,,,$ 9800
tt0025920,,,
tt0025923,$ 236000,,
tt0025929,,,
tt0025935,,,
tt0025939,,,
tt0025942,,,
tt0025943,,,
tt0025945,,,
tt0025946,,,
tt0025948,$ 1017400,,
tt0025954,,,
tt0025964,,,
tt0025965,,,
tt0025966,,,
tt0025967,,,
tt0025969,,,
tt0025973,$ 428000,,
tt0025982,,,
tt0025983,,,
tt0025989,$ 378000,,
tt0026003,,,
tt0026006,,,
tt0026007,$ 675000,,
tt0026008,$ 727400,,
tt0026015,,,
tt0026017,,,
tt0026019,,,
tt0026023,,,
tt0026029,GBP 50000,,$ 51711
tt0026040,,,
tt0026043,$ 366000,,
tt0026045,,,
tt0026046,,,
tt0026047,,,
tt0026055,,,
tt0026056,,,
tt0026069,,,
tt0026071,$ 1152000,,
tt0026073,,,
tt0026075,,,
tt0026082,,,
tt0026085,,,
tt0026092,,,
tt0026095,,,
tt0026097,$ 778000,,
tt0026101,,,
tt0026104,$ 950000,,
tt0026107,,,
tt0026113,,,
tt0026117,,,
tt0026120,,,
tt0026121,,,
tt0026123,,,
tt0026124,,,
tt0026126,,,
tt0026129,,,
tt0026132,,,
tt0026134,$ 427000,,
tt0026137,,,
tt0026138,$ 397024,,$ 10493
tt0026139,,,
tt0026142,,,
tt0026143,,,
tt0026144,,,
tt0026164,,,
tt0026174,$ 1200000,,
tt0026179,,,
tt0026180,,,
tt0026184,,,
tt0026185,,,
tt0026187,,,
tt0026191,,,
tt0026195,,,
tt0026197,,,
tt0026198,$ 110000,,
tt0026199,,,
tt0026205,$ 1138000,,
tt0026209,,,
tt0026211,,,
tt0026216,,,
tt0026221,,,
tt0026230,,,
tt0026245,,,
tt0026246,,,
tt0026249,,,
tt0026252,,,
tt0026261,,,
tt0026262,$ 748900,,
tt0026264,,,
tt0026266,,,
tt0026267,$ 10000,,
tt0026273,,,
tt0026275,$ 350000,,
tt0026276,$ 800000,,$ 2375
tt0026277,,,
tt0026279,,,
tt0026280,,,
tt0026289,,,
tt0026292,,,
tt0026293,,,
tt0026301,,,
tt0026303,,,
tt0026313,,,
tt0026315,,,
tt0026325,,,
tt0026333,,,
tt0026338,,,
tt0026343,,,
tt0026361,,,
tt0026363,,,
tt0026369,,,
tt0026373,,,
tt0026377,,,
tt0026378,,,
tt0026385,,,
tt0026388,,,
tt0026393,$ 450000,,
tt0026400,,,
tt0026402,,,
tt0026403,,,
tt0026406,,,
tt0026409,,,
tt0026413,,,
tt0026416,,,
tt0026417,$ 586000,,
tt0026418,,,
tt0026419,,,
tt0026420,,,
tt0026421,,,
tt0026424,,,$ 7478
tt0026426,,,
tt0026431,,,
tt0026432,,,
tt0026444,,,
tt0026446,,,
tt0026452,,,
tt0026465,,,
tt0026491,,,
tt0026493,$ 85000,,
tt0026505,,,
tt0026507,,,
tt0026508,,,
tt0026519,,,
tt0026523,,,
tt0026524,,,
tt0026525,$ 493000,,
tt0026529,$ 243000,,
tt0026534,,,
tt0026542,,,
tt0026549,,,
tt0026556,,,
tt0026564,,,
tt0026571,,,
tt0026599,,,
tt0026605,$ 1000000,,
tt0026606,GBP 27000,,
tt0026607,,,
tt0026609,$ 600000,,
tt0026614,,,
tt0026621,,,
tt0026629,,,
tt0026632,,,
tt0026641,,,
tt0026643,,$ 1500000,
tt0026644,,,
tt0026646,,,
tt0026647,,,
tt0026656,,,
tt0026660,FRF 2100000,,
tt0026663,$ 257502,,
tt0026667,,,
tt0026671,,,
tt0026675,,,
tt0026676,,,
tt0026682,,,
tt0026683,$ 100000,,
tt0026684,,,
tt0026685,$ 305177,,
tt0026688,$ 337152,,
tt0026689,,,
tt0026692,,,
tt0026703,,,
tt0026711,,,
tt0026714,,,
tt0026720,$ 80000,,
tt0026721,$ 202798,,
tt0026723,,,
tt0026725,$ 1000000,,
tt0026737,,,
tt0026739,$ 167000,,
tt0026740,$ 35000,,
tt0026742,$ 189000,,
tt0026743,,,
tt0026744,,,
tt0026747,,,
tt0026752,$ 1950000,,
tt0026755,,,
tt0026756,,,
tt0026758,$ 215375,,
tt0026759,,,
tt0026762,,,
tt0026768,,,
tt0026772,,,
tt0026773,,,
tt0026774,,,
tt0026775,$ 573000,,
tt0026778,,$ 2537520,$ 3956700
tt0026781,,,
tt0026784,GBP 30000,,
tt0026787,$ 765000,,
tt0026793,,,
tt0026799,,,
tt0026805,,,
tt0026811,,,
tt0026818,,,
tt0026819,,,
tt0026830,,,
tt0026831,,,
tt0026835,,,
tt0026839,,,
tt0026840,,,
tt0026846,,,
tt0026852,,,
tt0026854,,,
tt0026859,,,
tt0026864,,,
tt0026865,,,
tt0026866,,,
tt0026867,$ 70000,,
tt0026868,,,
tt0026886,,,
tt0026891,,,
tt0026893,,,
tt0026895,,,
tt0026897,,,
tt0026901,,,
tt0026908,,,
tt0026910,,,
tt0026912,$ 115000,,
tt0026914,$ 858000,,
tt0026917,,,
tt0026919,,,
tt0026921,,,
tt0026922,,,
tt0026926,,,
tt0026932,,,
tt0026934,,,
tt0026939,,,
tt0026942,$ 610000,,$ 2493
tt0026955,,,
tt0026956,,,
tt0026966,,,
tt0026970,,,
tt0026971,,,
tt0026972,,,
tt0026973,,,
tt0026978,,,
tt0026980,,,
tt0026982,,,
tt0026983,,,
tt0026984,,,
tt0026986,,,
tt0026988,,,
tt0026991,,,
tt0026992,,,
tt0027000,,,
tt0027018,,,
tt0027020,,,
tt0027028,,,
tt0027029,,,
tt0027033,,,
tt0027040,$ 280000,,
tt0027041,,,
tt0027042,,,
tt0027050,,,
tt0027053,,,
tt0027055,,,
tt0027057,,,
tt0027062,,,
tt0027064,,,
tt0027067,$ 641000,,
tt0027075,,,
tt0027076,,,
tt0027087,,,
tt0027088,,,
tt0027090,,,
tt0027099,,$ 1962000,
tt0027110,,,
tt0027118,,,
tt0027125,$ 609000,,
tt0027131,,,
tt0027133,,,
tt0027136,,,
tt0027138,,,
tt0027139,$ 12500,,
tt0027163,,,
tt0027164,,,
tt0027166,,,
tt0027185,,,
tt0027188,,,
tt0027189,,,
tt0027194,$ 195393,,
tt0027196,,,
tt0027200,$ 35000,,
tt0027204,,,
tt0027205,$ 238000,,
tt0027207,,,
tt0027214,,,
tt0027221,,,
tt0027227,,,
tt0027228,,,
tt0027231,,,
tt0027235,,,
tt0027240,,,
tt0027244,,,
tt0027247,,,
tt0027250,,,
tt0027254,,,
tt0027255,,,
tt0027256,,,
tt0027258,,,
tt0027260,$ 683000,,
tt0027276,,,
tt0027277,,,
tt0027286,,,
tt0027293,,,
tt0027300,$ 1050500,,
tt0027302,$ 1100000,,
tt0027307,,,
tt0027311,,,
tt0027331,,,
tt0027332,,,
tt0027336,,,
tt0027342,,,
tt0027345,,,
tt0027356,,,
tt0027357,,,
tt0027358,,,
tt0027361,,,
tt0027367,$ 235000,,
tt0027376,,,
tt0027377,$ 100000,,
tt0027387,,,$ 941774
tt0027395,$ 289000,,
tt0027396,,,
tt0027407,,,$ 8605
tt0027408,,,
tt0027413,,,
tt0027415,,,
tt0027420,,,
tt0027421,,,
tt0027428,,,
tt0027429,,,
tt0027438,$ 1200000,,
tt0027439,,,
tt0027440,,,
tt0027441,,,
tt0027442,,,
tt0027443,,,
tt0027445,,,
tt0027455,,,
tt0027456,,,
tt0027459,,,
tt0027470,,,
tt0027473,,,
tt0027474,$ 300000,,
tt0027478,,$ 36438,$ 38002
tt0027479,,,
tt0027481,,,
tt0027482,,,
tt0027484,,,
tt0027488,,,
tt0027489,,$ 8262,$ 8262
tt0027496,,,
tt0027499,,,
tt0027501,,,
tt0027502,$ 119343,,
tt0027503,,,
tt0027504,,,
tt0027515,$ 1200000,,
tt0027516,,,
tt0027518,,,
tt0027521,,,
tt0027527,,,
tt0027532,,,
tt0027537,,,
tt0027545,,,
tt0027552,,,
tt0027562,,,
tt0027593,$ 369000,,
tt0027594,,,
tt0027607,,,
tt0027623,$ 360000,,
tt0027624,,,
tt0027630,$ 747000,,
tt0027635,,,
tt0027652,,,$ 11712
tt0027653,,,
tt0027654,,,
tt0027656,,,
tt0027657,$ 2200000,,
tt0027660,,,
tt0027664,,,
tt0027665,,,
tt0027669,,,
tt0027672,,,$ 17807
tt0027677,,,
tt0027679,,,
tt0027683,,,
tt0027684,,,
tt0027686,,,
tt0027687,,,
tt0027688,,,
tt0027690,$ 1119000,,
tt0027697,,,
tt0027700,,,
tt0027725,,,
tt0027726,,,
tt0027727,,,
tt0027746,$ 367000,,
tt0027752,,,
tt0027754,,,
tt0027760,,,
tt0027796,,,
tt0027800,,,
tt0027805,,,
tt0027807,,,
tt0027810,,,
tt0027818,,,
tt0027824,,,
tt0027830,$ 300000,,
tt0027834,,,
tt0027838,,,
tt0027840,,,
tt0027845,,,
tt0027847,,,
tt0027849,,,
tt0027851,,,
tt0027853,,,
tt0027860,,,
tt0027862,,,
tt0027869,,,
tt0027875,,,
tt0027876,,,
tt0027884,,,
tt0027893,,,
tt0027902,$ 850000,,
tt0027905,,,
tt0027907,,,
tt0027908,,,
tt0027913,,,
tt0027914,$ 578000,,
tt0027921,,,
tt0027923,,,
tt0027925,,,
tt0027932,,,
tt0027938,,,
tt0027940,,,
tt0027948,,,
tt0027951,,$ 240000,
tt0027952,,,
tt0027954,,,
tt0027958,,,
tt0027959,,,
tt0027969,$ 1032000,,
tt0027977,$ 1500000,$ 163577,$ 457688
tt0027978,,,$ 3337
tt0027979,,,
tt0027980,,,
tt0027985,,,
tt0027987,,,
tt0027996,$ 800000,,
tt0027999,,,
tt0028000,,,
tt0028002,,,
tt0028003,,,
tt0028004,,,
tt0028008,,,
tt0028010,$ 656000,,
tt0028012,,,
tt0028021,,,
tt0028029,,,
tt0028031,,,
tt0028033,,,
tt0028054,,,
tt0028062,$ 511383,,
tt0028063,,$ 2000000,
tt0028070,,,
tt0028074,,,
tt0028092,,,
tt0028096,$ 500000,,
tt0028097,$ 247000,,
tt0028102,$ 466000,,
tt0028103,,,
tt0028108,$ 1000000,,
tt0028111,,,
tt0028112,,,
tt0028117,,,
tt0028118,,,
tt0028120,,,
tt0028132,,,
tt0028135,,,
tt0028138,,,
tt0028140,,,
tt0028141,,,
tt0028142,,,
tt0028143,,,
tt0028144,,,
tt0028158,$ 600000,,
tt0028163,$ 75000,,
tt0028165,,,
tt0028167,,,
tt0028174,,,
tt0028176,,,
tt0028178,,,
tt0028181,,,
tt0028190,,,
tt0028191,,,
tt0028197,,,
tt0028200,,,
tt0028201,,,
tt0028203,,,
tt0028207,,,
tt0028212,,,
tt0028216,$ 1300000,,
tt0028217,,,
tt0028219,,,
tt0028225,,,
tt0028227,,,
tt0028231,,,
tt0028237,,,
tt0028240,,,
tt0028241,,,
tt0028243,,,
tt0028249,,,
tt0028257,,,
tt0028260,,,
tt0028269,,,
tt0028270,,,
tt0028272,,,
tt0028282,,,
tt0028283,,,
tt0028284,,,
tt0028286,,,
tt0028290,,,
tt0028291,,,
tt0028305,,,
tt0028310,,,
tt0028313,,,
tt0028315,,,
